full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status
AT2025rrj,field11950-2025-07-20,field11950,J,C2,/mnt/photometry/AT2025rrj/field11950-2025-07-20/J/stack/coadd.Open-J.02726138-02726174.C2.fits,/mnt/photometry/AT2025rrj/field11950-2025-07-20/J/stack/GRB_J_C2_Data_VHS_02726174.ecsv,2025-07-07,8.58,Circle,60.0,1,10,48.0,316.97419,-14.76262,2.0,2.0,2.0,2.87,83.58,1.437,0.94178,0.0559,,,16.61,15.227,0.018,0.029,1.488,,16.606,,,,0.109,,,0.104,,0.022,2025-07-20,13,sci,184447,AT,2025rrj,316.9740791,-14.76285633,,,,114,DESIRT,114.0,DESIRT,21.0462,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Yuhan Chen (UC Berkeley), Aidan Catalano (Carnegie Mellon U.), Xingzhuo Chen (Texas A&M U.), Lifan Wang (Texas A&M U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of the DECam DESI Transients Survey team",7/21/25 0:25,C202506092107538m144546,2025TNSTR2800....1H,,7/21/25 0:26,7/21/25 0:26,
AT2025rnf,field10444-2025-07-13,field10444,J,C3,/mnt/photometry/AT2025rnf/field10444-2025-07-13/J/stack/coadd.Open-J.02684334-02684370.C3.fits,/mnt/photometry/AT2025rnf/field10444-2025-07-13/J/stack/GRB_J_C3_Data_VHS_02684370.ecsv,2025-07-19,8.58,Circle,60.0,1,10,48.0,320.05988,-21.26543,2.0,2.0,2.0,2.68,83.86,1.27,1.81694,0.10949,,,17.085,15.752,0.025,0.028,1.711,,16.875,,,,0.587,,,0.378,,0.02,2025-07-13,-6,sci,184336,AT,2025rnf,320.0593386,-21.2654737,,,,74,ALeRCE,48.0,ZTF,19.3822,111.0,r,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",7/19/25 19:27,"ZTF25abbokdy, ATLAS25icj",2025TNSTR2767....1F,,7/19/25 19:27,7/19/25 19:27,
SN2025qaz,field9848-2025-06-12,field9848,J,C4,/mnt/photometry/SN2025qaz/field9848-2025-06-12/J/stack/coadd.Open-J.02572114-02572150.C4.fits,/mnt/photometry/SN2025qaz/field9848-2025-06-12/J/stack/GRB_J_C4_Data_VHS_02572150.ecsv,2025-06-28,8.58,Circle,60.0,1,10,48.0,312.61359,-23.3471,1.0,1.0,2.0,1.6,34.14,1.387,1.47749,0.26385,,,17.844,16.696,0.056,0.078,1.274,,17.958,,,,0.012,,,0.127,,0.107,2025-06-12,-16,sci,183282,SN,2025qaz,312.6136216,-23.34668593,0.1,3.0,SN Ia,48,ZTF,48.0,ZTF,20.1585,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",7/2/25 10:08,"ZTF25aayxhar, ATLAS25gwp, PS25esr",2025TNSTR2526....1S,2025TNSCR2747....1Q,7/2/25 10:08,7/17/25 7:33,
AT2025qzd,field11543-2025-04-02,field11543,J,C3,/mnt/photometry/AT2025qzd/field11543-2025-04-02/J/stack/coadd.Open-J.02269969-02270005.C3.fits,/mnt/photometry/AT2025qzd/field11543-2025-04-02/J/stack/GRB_J_C3_Data_VHS_02270005.ecsv,2025-04-02,8.58,Circle,60.0,1,10,48.0,196.39313,-16.44325,0.0,0.0,0.0,1.05,8.51,1.647,1.47365,-1.0,,,19.267,19.417,0.163,0.329,99.0,,18.63,,,,99.0,,,99.0,,0.161,2025-04-02,0,sci,183919,AT,2025qzd,196.3927406,-16.44309268,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.46,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",7/12/25 20:27,PS25fau,2025TNSTR2663....1C,,7/12/25 20:27,7/12/25 20:27,
AT2025qun,field9848-2025-06-12,field9848,J,C2,/mnt/photometry/AT2025qun/field9848-2025-06-12/J/stack/coadd.Open-J.02572114-02572150.C2.fits,/mnt/photometry/AT2025qun/field9848-2025-06-12/J/stack/GRB_J_C2_Data_VHS_02572150.ecsv,2025-05-25,8.58,Circle,60.0,1,10,48.0,312.30516,-22.9363,1.0,2.0,2.0,2.12,22.29,2.226,0.99404,0.55184,,,17.893,16.709,0.062,0.136,1.44,,18.534,,,,-0.385,,,0.256,,0.048,2025-06-12,18,sci,183799,AT,2025qun,312.3048948,-22.93643353,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.96,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",7/11/25 12:38,PS25euy,2025TNSTR2650....1C,,7/11/25 12:38,7/11/25 12:38,
AT2025qsr,field8428-2025-06-29,field8428,J,C3,/mnt/photometry/AT2025qsr/field8428-2025-06-29/J/stack/coadd.Open-J.02633510-02633546.C3.fits,/mnt/photometry/AT2025qsr/field8428-2025-06-29/J/stack/GRB_J_C3_Data_VHS_02633546.ecsv,2025-07-01,8.58,Circle,60.0,1,10,48.0,326.41202,-29.33992,1.0,1.0,2.0,1.4,35.84,1.309,0.1299,0.10444,,,17.974,17.387,0.038,0.036,0.664,,17.939,,,,0.112,,,0.077,,0.046,2025-06-29,-2,sci,183751,AT,2025qsr,326.4119897,-29.33989978,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.35,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",7/10/25 8:58,PS25etu,2025TNSTR2642....1C,,7/10/25 8:58,7/10/25 8:58,
AT2025lmk,field10952-2025-05-03,field10952,J,C2,/mnt/photometry/AT2025lmk/field10952-2025-05-03/J/stack/coadd.Open-J.02376133-02376169.C2.fits,/mnt/photometry/AT2025lmk/field10952-2025-05-03/J/stack/GRB_J_C2_Data_VHS_02376169.ecsv,2025-05-20,8.58,Circle,60.0,1,10,48.0,213.0149,-18.1125,1.0,2.0,2.0,1.27,77.84,1.639,1.87415,0.56967,,,16.759,16.094,0.017,0.029,0.781,,16.914,,,,-0.038,,,0.116,,0.02,2025-05-03,-17,sci,180145,AT,2025lmk,213.0151977,-18.11206705,,,,114,DESIRT,114.0,DESIRT,20.3014,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/23/25 21:13,"T202505201412037m180644, PS25erl",2025TNSTR1913....1H,,5/23/25 21:13,7/8/25 20:33,
AT2025qmj,field13806-2025-06-11,field13806,J,C2,/mnt/photometry/AT2025qmj/field13806-2025-06-11/J/stack/coadd.Open-J.02564578-02564614.C2.fits,/mnt/photometry/AT2025qmj/field13806-2025-06-11/J/stack/GRB_J_C2_Data_VHS_02564614.ecsv,2025-06-30,8.58,Circle,60.0,1,10,48.0,311.27094,-8.12969,1.0,2.0,2.0,1.28,88.97,2.262,0.64113,0.07179,,,16.598,15.936,0.015,0.035,0.834,,16.815,,,,-0.045,,,0.172,,0.016,2025-06-11,-19,sci,183584,AT,2025qmj,311.2711175,-8.1296756,,,,48,ZTF,48.0,ZTF,20.8956,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",7/6/25 14:26,"ZTF25aazofjn, ATLAS25hzj",2025TNSTR2585....1S,,7/6/25 14:26,7/6/25 14:26,
AT2025qfa,field11944-2025-07-20,field11944,J,C1,/mnt/photometry/AT2025qfa/field11944-2025-07-20/J/stack/coadd.Open-J.02725898-02725934.C1.fits,/mnt/photometry/AT2025qfa/field11944-2025-07-20/J/stack/GRB_J_C1_Data_VHS_.C1.alig.ecsv,2025-07-03,8.58,Circle,60.0,1,10,48.0,309.12096,-14.81369,2.0,2.0,2.0,2.91,77.36,1.868,1.82881,0.34414,,,16.847,15.364,0.022,0.031,1.713,,16.749,,,,0.327,,,0.23,,0.027,2025-07-20,17,sci,183389,AT,2025qfa,309.1214383,-14.8134678,,,,74,ALeRCE,48.0,ZTF,19.941,110.0,g,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, F. Andrades, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",7/3/25 18:36,ZTF25aayyjui,2025TNSTR2531....1M,,7/3/25 18:36,7/3/25 18:36,
AT2025puo,field8891-2025-04-11,field8891,J,C4,/mnt/photometry/AT2025puo/field8891-2025-04-11/J/stack/coadd.Open-J.02289523-02289559.C4.fits,/mnt/photometry/AT2025puo/field8891-2025-04-11/J/stack/GRB_J_C4_Data_VHS_02289559.ecsv,2025-04-25,8.58,Circle,60.0,1,10,48.0,198.51039,-27.0947,1.0,1.0,2.0,2.06,30.94,1.291,0.65373,1.88949,,,18.231,16.896,0.058,0.07,1.426,,18.342,,,,-0.02,,,0.092,,0.072,2025-04-11,-14,sci,183114,AT,2025puo,198.5102551,-27.09456979,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.23,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",7/1/25 9:48,PS25ecl,2025TNSTR2511....1C,,7/1/25 9:48,7/1/25 9:48,
AT2025ptz,field11832-2025-04-04,field11832,J,C2,/mnt/photometry/AT2025ptz/field11832-2025-04-04/J/stack/coadd.Open-J.02276509-02276545.C2.fits,/mnt/photometry/AT2025ptz/field11832-2025-04-04/J/stack/GRB_J_C2_Data_VHS_02276545.ecsv,2025-03-28,8.58,Circle,60.0,1,10,48.0,178.30267,-14.88361,1.0,1.0,2.0,1.25,9.96,1.758,2.94625,0.43637,,,19.242,18.746,0.123,0.114,0.439,,19.485,,,,-0.301,,,-0.058,,0.126,2025-04-04,7,sci,183099,AT,2025ptz,178.3021986,-14.88429145,,,,4,Pan-STARRS,4.0,Pan-STARRS,21.6,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",7/1/25 9:43,PS25ebu,2025TNSTR2511....1C,,7/1/25 9:43,7/1/25 9:43,
AT2025irw,field11868-2025-04-04,field11868,J,C2,/mnt/photometry/AT2025irw/field11868-2025-04-04/J/stack/coadd.Open-J.02277949-02277985.C2.fits,/mnt/photometry/AT2025irw/field11868-2025-04-04/J/stack/GRB_J_C2_Data_VHS_02277985.ecsv,2025-04-21,8.58,Circle,60.0,1,10,48.0,220.58472,-14.73399,1.0,2.0,2.0,2.06,60.92,1.774,0.67908,0.29097,,,17.6,16.314,0.027,0.043,1.515,,17.716,,,,0.113,,,0.229,,0.026,2025-04-04,-17,sci,178156,AT,2025irw,220.5845672,-14.73387388,,,,48,ZTF,48.0,ZTF,19.9903,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",4/30/25 1:49,"ZTF25aaoqgar, ATLAS25eqr, PS25dwz",2025TNSTR1604....1S,,4/30/25 1:49,7/1/25 7:47,
AT2025pdc,field8995-2025-07-07,field8995,J,C3,/mnt/photometry/AT2025pdc/field8995-2025-07-07/J/stack/coadd.Open-J.02654974-02655010.C3.fits,/mnt/photometry/AT2025pdc/field8995-2025-07-07/J/stack/GRB_J_C3_Data_VHS_02655010.ecsv,2025-06-24,8.58,Circle,60.0,1,10,48.0,329.69902,-26.91336,0.0,0.0,0.0,3.3,23.23,1.756,0.84446,-1.0,,,19.031,17.176,0.084,0.093,99.0,,19.185,,,,99.0,,,99.0,,0.069,2025-07-07,13,sci,182642,AT,2025pdc,329.6990316,-26.91359094,,,,4,Pan-STARRS,4.0,Pan-STARRS,19.82,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",6/27/25 18:48,PS25dqh,2025TNSTR2433....1C,,6/27/25 18:48,6/27/25 18:48,
SN2025kuy,field10961-2025-05-03,field10961,J,C4,/mnt/photometry/SN2025kuy/field10961-2025-05-03/J/stack/coadd.Open-J.02376493-02376529.C4.fits,/mnt/photometry/SN2025kuy/field10961-2025-05-03/J/stack/GRB_J_C4_Data_VHS_02376529.ecsv,2025-05-20,8.58,Circle,60.0,1,10,48.0,223.5803,-18.68517,0.0,0.0,0.0,1.06,80.55,1.163,1.78877,-1.0,,,16.572,16.243,0.017,0.048,99.0,,16.537,,,,99.0,,,99.0,,0.027,2025-05-03,-17,sci,179686,SN,2025kuy,223.580354,-18.6846735,0.0655,3.0,SN Ia,48,ZTF,48.0,ZTF,19.2547,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",5/20/25 10:42,"ZTF25aaqsnsq, GOTO25cxd, T202505201454193m184105",2025TNSTR1853....1S,2025TNSCR2425....1H,5/20/25 10:42,6/26/25 18:33,
AT2025ozx,field8148-2025-06-11,field8148,J,C1,/mnt/photometry/AT2025ozx/field8148-2025-06-11/J/stack/coadd.Open-J.02562690-02562726.C1.fits,/mnt/photometry/AT2025ozx/field8148-2025-06-11/J/stack/GRB_J_C1_Data_VHS_02562726.ecsv,2025-06-25,8.58,Circle,60.0,1,10,48.0,323.14773,-29.53544,1.0,1.0,2.0,1.24,19.89,1.004,1.07419,0.39854,,,19.146,18.578,0.066,0.071,0.654,,19.327,,,,-0.095,,,0.086,,0.08,2025-06-11,-14,sci,182557,AT,2025ozx,323.1477679,-29.5357403,,,,48,ZTF,48.0,ZTF,20.1045,111.0,r,"Daniel Perley (LJMU), Christoffer Fremling (Caltech), Theophile du Laz (Caltech) on behalf of ZTF",6/26/25 11:38,"ZTF25aaxshpj, GOTO25ekg, ATLAS25gtf",2025TNSTR2419....1P,,6/26/25 11:38,6/26/25 11:38,
AT2025nzk,field10138-2025-06-23,field10138,J,C3,/mnt/photometry/AT2025nzk/field10138-2025-06-23/J/stack/coadd.Open-J.02614258-02614294.C3.fits,/mnt/photometry/AT2025nzk/field10138-2025-06-23/J/stack/GRB_J_C3_Data_VHS_02614294.ecsv,2025-06-18,8.58,Circle,60.0,1,10,48.0,307.30873,-22.39709,3.0,0.0,0.0,0.8,10.31,1.237,0.17225,-1.0,,,19.483,19.406,0.121,0.106,99.0,,19.671,,,,99.0,,,99.0,,0.177,2025-06-23,5,sci,181864,AT,2025nzk,307.308779,-22.397083,,,,59,GOTO,59.0,GOTO,19.51,120.0,L,"A. Kumar, D. O'Neill, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, T. Killestein, M. Pursiainen, on behalf of GOTO collaboration",6/18/25 14:15,GOTO25dri,2025TNSTR2270....1K,,6/18/25 14:15,6/18/25 14:15,
AT2025nxi,field9555-2025-06-21,field9555,J,C3,/mnt/photometry/AT2025nxi/field9555-2025-06-21/J/stack/coadd.Open-J.02607470-02607506.C3.fits,/mnt/photometry/AT2025nxi/field9555-2025-06-21/J/stack/GRB_J_C3_Data_2MASS_02607506.ecsv,2025-06-17,8.58,Circle,60.0,1,10,48.0,310.23068,-24.63304,2.0,2.0,2.0,2.57,68.08,1.517,0.99539,0.57758,,,17.346,15.906,0.026,0.037,0.912,,17.339,,,,-0.521,,,-0.528,,0.022,2025-06-21,4,sci,181810,AT,2025nxi,310.2306623,-24.63331671,,,,74,ALeRCE,48.0,ZTF,19.0254,111.0,r,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, F. Andrades, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",6/17/25 16:09,"ZTF25aavmknw, GOTO25drh",2025TNSTR2250....1M,,6/17/25 16:09,6/17/25 16:09,
AT2025nqj,field11934-2025-06-06,field11934,J,C2,/mnt/photometry/AT2025nqj/field11934-2025-06-06/J/stack/coadd.Open-J.02551038-02551074.C2.fits,/mnt/photometry/AT2025nqj/field11934-2025-06-06/J/stack/GRB_J_C2_Data_2MASS_02551074.ecsv,2025-06-08,8.58,Circle,60.0,1,10,48.0,298.05601,-14.6533,1.0,1.0,2.0,2.03,74.78,1.628,1.47392,0.27006,,,17.049,15.976,0.022,0.033,0.911,,17.011,,,,-0.124,,,-0.162,,0.024,2025-06-06,-2,sci,181624,AT,2025nqj,298.0557175,-14.6530037,,,,48,ZTF,48.0,ZTF,19.6014,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",6/16/25 9:19,"ZTF25aaudfkr, GOTO25dvl",2025TNSTR2241....1S,,6/16/25 9:19,6/16/25 9:19,
SN2025hnz,field13694-2025-04-15,field13694,J,C1,/mnt/photometry/SN2025hnz/field13694-2025-04-15/J/stack/coadd.Open-J.02306263-02306299.C1.fits,/mnt/photometry/SN2025hnz/field13694-2025-04-15/J/stack/GRB_J_C1_Data_VHS_02306299.ecsv,2025-04-18,8.58,Circle,60.0,1,10,48.0,181.57219,-7.78654,2.0,2.0,2.0,2.68,46.81,1.215,0.91099,0.47549,,,17.746,16.302,0.038,0.043,1.716,,17.645,,,,0.372,,,0.271,,0.032,2025-04-15,-3,sci,177366,SN,2025hnz,181.5721341,-7.786782888,0.0677,3.0,SN Ia,18,ATLAS,18.0,ATLAS,18.41,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",4/18/25 9:47,"ATLAS25dxk, GOTO25byi, ZTF25aanbnfj, PS25dks",2025TNSTR1423....1T,2025TNSCR1620....1F,4/18/25 9:47,6/15/25 13:23,
SN2025nox,field15062-2025-06-11,field15062,J,C3,/mnt/photometry/SN2025nox/field15062-2025-06-11/J/stack/coadd.Open-J.02564178-02564214.C3.fits,/mnt/photometry/SN2025nox/field15062-2025-06-11/J/stack/GRB_J_C3_Data_2MASS_02564214.ecsv,2025-06-09,8.58,Circle,60.0,1,10,48.0,306.64411,-4.11628,3.0,3.0,3.0,0.65,6.79,1.58,0.06046,-1.0,,,20.047,20.117,0.196,0.147,99.0,,20.05,,,,99.0,,,99.0,,0.208,2025-06-11,2,sci,181586,SN,2025nox,306.6440925,-4.1162857,0.085,3.0,SN Ia,48,ZTF,48.0,ZTF,19.3618,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",6/15/25 10:47,"ZTF25aauhcoe, ATLAS25gfq",2025TNSTR2224....1S,2025TNSCR2232....1C,6/15/25 10:47,6/15/25 10:48,
AT2025hko,field11543-2025-04-02,field11543,J,C2,/mnt/photometry/AT2025hko/field11543-2025-04-02/J/stack/coadd.Open-J.02269969-02270005.C2.fits,/mnt/photometry/AT2025hko/field11543-2025-04-02/J/stack/GRB_J_C2_Data_2MASS_02270005.ecsv,2025-04-08,8.58,Circle,60.0,1,10,48.0,197.15572,-15.67451,3.0,3.0,3.0,2.14,17.57,1.705,1.48695,-1.0,,,18.509,17.411,0.135,0.111,99.0,,17.908,,,,99.0,,,99.0,,0.118,2025-04-02,-6,sci,177276,AT,2025hko,197.156108,-15.67469335,,,,48,ZTF,48.0,ZTF,19.6543,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",4/15/25 8:17,"ZTF25aancbod, GOTO25bxg, ATLAS25ehl, PS25del",2025TNSTR1392....1S,,4/15/25 8:17,6/6/25 10:30,
AT2025hko,field11848-2025-04-04,field11848,J,C4,/mnt/photometry/AT2025hko/field11848-2025-04-04/J/stack/coadd.Open-J.02277149-02277185.C4.fits,/mnt/photometry/AT2025hko/field11848-2025-04-04/J/stack/GRB_J_C4_Data_VHS_02277185.ecsv,2025-04-08,8.58,Circle,60.0,1,10,48.0,197.15604,-15.67467,2.0,1.0,2.0,1.51,27.19,1.532,0.25169,0.6682,,,18.228,17.492,0.051,0.162,0.849,,18.907,,,,-0.566,,,0.113,,0.069,2025-04-04,-4,sci,177276,AT,2025hko,197.156108,-15.67469335,,,,48,ZTF,48.0,ZTF,19.6543,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",4/15/25 8:17,"ZTF25aancbod, GOTO25bxg, ATLAS25ehl, PS25del",2025TNSTR1392....1S,,4/15/25 8:17,6/6/25 10:30,
AT2025mwu,field13821-2025-06-13,field13821,J,C1,/mnt/photometry/AT2025mwu/field13821-2025-06-13/J/stack/coadd.Open-J.02579110-02579146.C1.fits,/mnt/photometry/AT2025mwu/field13821-2025-06-13/J/stack/GRB_J_C1_Data_VHS_02579146.ecsv,2025-05-31,8.58,Circle,60.0,1,10,48.0,327.82827,-7.82111,3.0,3.0,3.0,0.8,6.71,1.593,0.49452,-1.0,,,20.124,20.037,0.212,0.162,99.0,,20.055,,,,99.0,,,99.0,,0.28,2025-06-13,13,sci,181096,AT,2025mwu,327.8282519,-7.820977643,,,,4,Pan-STARRS,4.0,Pan-STARRS,19.31,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",6/4/25 14:06,PS25ddm,2025TNSTR2098....1C,,6/4/25 14:06,6/4/25 14:06,
AT2025mdl,field15561-2025-05-25,field15561,J,C2,/mnt/photometry/AT2025mdl/field15561-2025-05-25/J/stack/coadd.Open-J.02481871-02481907.C2.fits,/mnt/photometry/AT2025mdl/field15561-2025-05-25/J/stack/GRB_J_C2_Data_VHS_02481907.ecsv,2025-05-22,8.58,Circle,60.0,1,10,48.0,155.31355,-1.07116,3.0,0.0,3.0,0.68,5.38,1.67,0.6367,-1.0,,,19.468,19.652,0.256,0.357,99.0,,19.707,,,,99.0,,,99.0,,0.271,2025-05-25,3,sci,180590,AT,2025mdl,155.313708,-1.071236,,,,154,WFST,154.0,WFST,21.67,152.0,g,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",5/27/25 13:14,WFST0609afvm,2025TNSTR1985....1X,,5/27/25 13:15,5/27/25 13:15,
