full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status
AT2024wxc,field7931-2024-09-12,field7931,J,C1,/mnt/photometry/AT2024wxc/field7931-2024-09-12/J/stack/coadd.Open-J.01675974-01676010.C1.fits,/mnt/photometry/AT2024wxc/field7931-2024-09-12/J/stack/GRB_J_C1_Data_VIKING_01676010.ecsv,2024-09-25,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,39.10018,-29.60545,2.0,2.0,1.0,0.94,17.59,1.629,0.2343,0.2868,,,18.615,18.644,0.071,0.06,0.228,,18.647,,,,0.225,,,0.257,,0.11,2024-09-12,-13,sci,162935,AT,2024wxc,39.10025,-29.605439,,,,24,GaiaAlerts,24.0,GaiaAlerts,18.96,75.0,G,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixon, T. Wevers, A. Yoldas (IoA Cambridge), N. Ihanec, K. Kruszyńska, K.A. Rybicki, Ł. Wyrzykowski (Warsaw University Astronomical Observatory), Z. Kostrzewa-Rutkowska (Leiden Observatory), D. Eappachen (SRON/RU), G. Marton (Konkoly Observatory), on behalf of the Gaia Alerts team",9/30/24 4:48,Gaia24cra,2024TNSTR3782....1H,,9/30/24 4:48,9/30/24 4:48,
SN2024vwl,field11722-2024-09-03,field11722,J,C4,/mnt/photometry/SN2024vwl/field11722-2024-09-03/J/stack/coadd.Open-J.01637810-01637846.C4.fits,/mnt/photometry/SN2024vwl/field11722-2024-09-03/J/stack/GRB_J_C4_Data_VHS_01637846.ecsv,2024-09-22,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,49.18079,-15.4861,1.0,2.0,2.0,2.44,1e+30,1.031,0.82764,1.69334,,,21.939,22.041,0.001,99.0,-2.117,,123.685,,,,-103.761,,,-2.015,,0.001,2024-09-03,-19,sci,162220,SN,2024vwl,49.181,-15.486211,0.0674,3.0,SN Ia,74,ALeRCE,48.0,ZTF,19.2014,110.0,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",9/22/24 16:07,"ZTF24abimnpm, PS24jfi, Gaia24cqq, ATLAS24opg, GOTO24gny",2024TNSTR3642....1F,2024TNSCR3758....1W,9/22/24 16:07,9/28/24 15:13,
AT2024vuk,field5636-2024-09-17,field5636,J,C2,/mnt/photometry/AT2024vuk/field5636-2024-09-17/J/stack/coadd.Open-J.01706318-01706354.C2.fits,/mnt/photometry/AT2024vuk/field5636-2024-09-17/J/stack/GRB_J_C2_Data_VHS_01706354.ecsv,2024-09-21,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,83.47183,-39.66641,1.0,2.0,2.0,1.89,18.68,1.289,0.59141,0.3129,,,19.048,17.884,0.093,0.21,2.051,,19.519,,,,0.416,,,0.887,,0.109,2024-09-17,-4,sci,162166,AT,2024vuk,83.471689,-39.666291,,,,59,GOTO,59.0,GOTO,19.12,120.0,L,"D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",9/21/24 16:11,"GOTO24gce, ATLAS24oly",2024TNSTR3630....1O,,9/21/24 16:12,9/26/24 8:04,
AT2024vpy,field971-2024-09-15,field971,J,C2,/mnt/photometry/AT2024vpy/field971-2024-09-15/J/stack/coadd.Open-J.01694115-01694151.C2.fits,/mnt/photometry/AT2024vpy/field971-2024-09-15/J/stack/GRB_J_C2_Data_2MASS_01694151.ecsv,2024-09-18,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,75.54259,-69.53993,2.0,2.0,2.0,1.21,306.72,1.175,0.97413,0.10905,,,13.709,13.573,0.005,0.005,-0.162,,13.637,,,,-0.226,,,-0.298,,0.005,2024-09-15,-3,sci,162016,AT,2024vpy,75.542375,-69.540194,,,,36,MASTER,36.0,MASTER,14.9,1.0,Clear,"V.Shumkov, V. Lipunov, V.Kornilov, E. Gorbovskoy, K. Zhirkov, N.Tyurina, P.Balanutsa, A.Kuznetsov, V.Senik, D. Vlasenko, G.Antipov, D.Zimnukhov, E.Minkina, A.Chasovnikov, V.Topolev, D.Kuvshinov, D. Cheryasov, Ya.Kechin, Yu.Tselik, A. Sosnovskij (Lomonosov Moscow State University, SAI, Physics Department), R. Podesta, C.Lopez, F. Podesta, C.Francile (Observatorio Astronomico Felix Aguilar OAFA), R. Rebolo, M. Serra (The Instituto de Astrofisica de Canarias), D. Buckley (South African Astronomical Observatory), O.A. Gress, N.M. Budnev, O.Ershova (Irkutsk State University, API), L.Carrasco, J.R.Valdes, V.Chavushyan, V.M.Patino Alvarez, J.Martinez, A.R.Corella, L.H.Rodriguez (INAOE, Guillermo Haro Astrophysics Observatory), A. Tlatov, D. Dormidontov (Kislovodsk Solar Station of the Pulkovo Observatory), V. Yurkov, A. Gabovich (Blagoveschensk Educational State University)",9/18/24 20:44,MASTER OT J050210.17-693224.7,2024TNSTR3570....1S,,9/18/24 20:44,9/18/24 20:44,
AT2024vlx,field576-2024-09-12,field576,J,C3,/mnt/photometry/AT2024vlx/field576-2024-09-12/J/stack/coadd.Open-J.01674814-01674850.C3.fits,/mnt/photometry/AT2024vlx/field576-2024-09-12/J/stack/GRB_J_C3_Data_VHS_01674850.ecsv,2024-09-15,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,49.16486,-74.43015,2.0,2.0,2.0,2.58,61.39,1.483,1.83549,0.47857,,,17.32,15.953,0.033,0.038,1.776,,17.237,,,,0.493,,,0.41,,0.028,2024-09-12,-3,sci,161907,AT,2024vlx,49.16302333,-74.43001333,,,,18,ATLAS,18.0,ATLAS,18.616,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. P. Schmidt (ANU)",9/16/24 14:21,"ATLAS24ohb, GOTO24hes",2024TNSTR3523....1T,,9/16/24 14:21,9/16/24 14:21,
AT2024viy,field5116-2024-09-12,field5116,J,C1,/mnt/photometry/AT2024viy/field5116-2024-09-12/J/stack/coadd.Open-J.01675214-01675250.C1.fits,/mnt/photometry/AT2024viy/field5116-2024-09-12/J/stack/GRB_J_C1_Data_VHS_01675250.ecsv,2024-09-07,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,13.52865,-42.08888,0.0,0.0,0.0,1.3,12.35,1.787,0.30536,-1.0,,,19.174,18.752,0.109,0.089,99.0,,19.02,,,,99.0,,,99.0,,0.154,2024-09-12,5,sci,161827,AT,2024viy,13.52868,-42.0889625,,,,18,ATLAS,18.0,ATLAS,19.287,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. P. Schmidt (ANU)",9/13/24 17:27,ATLAS24ofd,2024TNSTR3476....1T,,9/13/24 17:27,9/13/24 17:27,
AT2024vdq,field10180-2024-09-03,field10180,J,C3,/mnt/photometry/AT2024vdq/field10180-2024-09-03/J/stack/coadd.Open-J.01637210-01637246.C3.fits,/mnt/photometry/AT2024vdq/field10180-2024-09-03/J/stack/GRB_J_C3_Data_VHS_01637246.ecsv,2024-09-08,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,358.58725,-22.55268,2.0,1.0,2.0,2.34,24.84,1.263,2.6007,0.71954,,,17.688,16.349,0.082,0.074,1.287,,17.292,,,,0.344,,,-0.053,,0.071,2024-09-03,-5,sci,161680,AT,2024vdq,358.5877655,-22.55322602,,,,83,YSE,4.0,Pan-STARRS,20.57,56.0,g,"D. O. Jones (UC Santa Cruz), K. D. French (Carnegie, Illinois), A. Agnello, C. R. Angus, Z. Ansari, N. Arendse, C. Gall, C. Grillo, S. H. Bruun, C. Hede, J. Hjorth, L. Izzo, H. Korhonen, S. Raimundo, D. Kodi Ramanah, A. Sarangi, R. Wojtak, H. Pfister (DARK, U Copenhagen), K. Auchettl (DARK, UC Santa Cruz, U Melbourne), K. C. Chambers, M. E. Huber, E. A. Magnier, T. J. L. de Boer, J. R. Fairlamb, C. C. Lin, R. J. Wainscoat, T. Lowe, H. Gao, J. Herman, A. S. B. Schultz, P. Minguez (IfA, Hawaii), A. Engel, A. Gagliano, G. Narayan, M. Soraisam (Illinois), Q. Wang (JHU), A. Rest (JHU, STScI), S. J. Smartt, K. W. Smith (Queen's University Belfast), K. Alexander, P. Blanchard, L. DeMarchi, A. Hajela, W. Jacobson-Galan, R. Margutti, D. Matthews, C. Stauffer, M. Stroh, G. Terreran (Northwestern), M. Drout (U Toronto), D. A. Coulter, G. Dimitriadis, R. J. Foley, T. Hung, C. D. Kilpatrick, C. Rojas-Bravo, M. R. Siebert (UC Santa Cruz), E. Ramirez-Ruiz (UC Santa Cruz, DARK)",9/10/24 3:24,PS24iyd,2024TNSTR3425....1J,,9/10/24 3:24,9/10/24 3:24,
AT2024vci,field10171-2024-09-03,field10171,J,C4,/mnt/photometry/AT2024vci/field10171-2024-09-03/J/stack/coadd.Open-J.01636850-01636886.C4.fits,/mnt/photometry/AT2024vci/field10171-2024-09-03/J/stack/GRB_J_C4_Data_2MASS_01636886.ecsv,2024-09-01,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,348.40911,-22.17576,3.0,3.0,3.0,1.59,14.81,1.846,0.03813,-1.0,,,18.258,17.854,0.097,0.077,99.0,,18.2,,,,99.0,,,99.0,,0.114,2024-09-03,2,sci,161636,AT,2024vci,348.4091042,-22.1757522,,,,48,ZTF,48.0,ZTF,19.5612,110.0,g,"Daniel Perley (LJMU), Christoffer Fremling (Caltech), Theophile du Laz (Caltech) on behalf of ZTF",9/9/24 10:52,ZTF24abempli,2024TNSTR3401....1P,,9/9/24 10:53,9/9/24 10:53,
AT2024uwv,field351-2024-09-10,field351,J,C3,/mnt/photometry/AT2024uwv/field351-2024-09-10/J/stack/coadd.Open-J.01663939-01663975.C3.fits,/mnt/photometry/AT2024uwv/field351-2024-09-10/J/stack/GRB_J_C3_Data_VHS_01663975.ecsv,2024-09-07,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,52.38031,-78.23743,0.0,0.0,0.0,0.71,35.96,1.208,0.27019,-1.0,,,17.836,17.991,0.033,0.029,99.0,,17.827,,,,99.0,,,99.0,,0.043,2024-09-10,3,sci,161489,AT,2024uwv,52.380627,-78.237396,,,,59,GOTO,59.0,GOTO,17.99,120.0,L,"A. Kumar, D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, on behalf of GOTO collaboration",9/7/24 17:13,"GOTO24fsi, ATLAS24nzv",2024TNSTR3354....1K,,9/7/24 17:13,9/8/24 13:01,
AT2024ugl,field4836-2024-08-14,field4836,J,C2,/mnt/photometry/AT2024ugl/field4836-2024-08-14/J/stack/coadd.Open-J.01544118-01544154.C2.fits,/mnt/photometry/AT2024ugl/field4836-2024-08-14/J/stack/GRB_J_C2_Data_VHS_01544154.ecsv,2024-08-28,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,295.71865,-44.60893,1.0,1.0,2.0,2.3,33.34,2.339,1.97439,0.33739,,,18.162,16.702,0.054,0.066,1.518,,18.319,,,,-0.099,,,0.058,,0.04,2024-08-14,-14,sci,161063,AT,2024ugl,295.719164,-44.60934,,,,59,GOTO,59.0,GOTO,19.44,120.0,L,"A. Kumar, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, D. O'Neill, on behalf of GOTO collaboration",9/2/24 8:59,"GOTO24fam, ATLAS24nzq",2024TNSTR3241....1K,,9/2/24 8:59,9/8/24 12:57,
AT2024uia,field11680-2024-09-03,field11680,J,C4,/mnt/photometry/AT2024uia/field11680-2024-09-03/J/stack/coadd.Open-J.01636730-01636766.C4.fits,/mnt/photometry/AT2024uia/field11680-2024-09-03/J/stack/GRB_J_C4_Data_2MASS_01636766.ecsv,2024-08-28,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,359.19678,-16.51315,3.0,3.0,3.0,1.71,15.81,1.131,0.66788,-1.0,,,18.616,17.586,0.118,0.111,99.0,,18.498,,,,99.0,,,99.0,,0.136,2024-09-03,6,sci,161104,AT,2024uia,359.1966009,-16.51307574,,,,48,ZTF,48.0,ZTF,20.4783,110.0,g,"VISHWAJEET Swain (IIT Bombay, India), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile Du Laz (Caltech) on behalf of ZTF",9/2/24 17:24,"ZTF24abdnitu, ATLAS24nxe, PS24ivc, GOTO24gdm",2024TNSTR3253....1S,,9/2/24 17:24,9/7/24 22:59,
AT2024uwy,field8409-2024-09-07,field8409,J,C3,/mnt/photometry/AT2024uwy/field8409-2024-09-07/J/stack/coadd.Open-J.01655845-01655881.C3.fits,/mnt/photometry/AT2024uwy/field8409-2024-09-07/J/stack/GRB_J_C3_Data_VHS_01655881.ecsv,2024-09-01,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,301.3622,-28.95608,2.0,1.0,2.0,1.64,59.67,1.169,1.17991,0.12129,,,17.043,16.406,0.027,0.023,0.714,,16.845,,,,0.275,,,0.076,,0.027,2024-09-07,6,sci,161492,AT,2024uwy,301.3624979,-28.95588247,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.17,26.0,w,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",9/7/24 17:40,PS24iub,2024TNSTR3359....1C,,9/7/24 17:40,9/7/24 17:40,
AT2024uwk,field277-2024-09-07,field277,J,C2,/mnt/photometry/AT2024uwk/field277-2024-09-07/J/stack/coadd.Open-J.01657245-01657281.C2.fits,/mnt/photometry/AT2024uwk/field277-2024-09-07/J/stack/GRB_J_C2_Data_VHS_01657281.ecsv,2024-09-07,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,348.15745,-79.53995,2.0,2.0,2.0,1.74,32.5,2.496,0.75065,0.08719,,,17.882,17.011,0.045,0.099,1.165,,17.469,,,,0.707,,,0.294,,0.048,2024-09-07,0,sci,161478,AT,2024uwk,348.158145,-79.539783,,,,59,GOTO,59.0,GOTO,19.37,120.0,L,"M. Kennedy, D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",9/7/24 13:56,GOTO24frx,2024TNSTR3358....1K,,9/7/24 13:56,9/7/24 13:56,
AT2024uew,field11142-2024-09-05,field11142,J,C1,/mnt/photometry/AT2024uew/field11142-2024-09-05/J/stack/coadd.Open-J.01646809-01646845.C1.fits,/mnt/photometry/AT2024uew/field11142-2024-09-05/J/stack/GRB_J_C1_Data_VHS_01646845.ecsv,2024-09-01,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,79.7081,-17.20585,0.0,0.0,0.0,0.79,11.84,1.159,0.23761,-1.0,,,19.164,19.479,0.103,0.095,99.0,,19.34,,,,99.0,,,99.0,,0.148,2024-09-05,4,sci,161022,AT,2024uew,79.70808667,-17.20591667,,,,18,ATLAS,18.0,ATLAS,18.594,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. P. Schmidt (ANU)",9/1/24 23:36,ATLAS24nrg,2024TNSTR3219....1T,,9/1/24 23:36,9/1/24 23:36,
AT2024sul,field11677-2024-09-03,field11677,J,C1,/mnt/photometry/AT2024sul/field11677-2024-09-03/J/stack/coadd.Open-J.01636610-01636646.C1.fits,/mnt/photometry/AT2024sul/field11677-2024-09-03/J/stack/GRB_J_C1_Data_VHS_01636646.ecsv,2024-08-25,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,355.19847,-16.01938,2.0,2.0,2.0,0.92,8.71,1.515,0.41868,0.86647,,,19.306,19.501,0.158,0.125,1.184,,19.269,,,,1.416,,,1.38,,0.156,2024-09-03,9,sci,160071,AT,2024sul,355.1983764,-16.0194606,,,,74,ALeRCE,48.0,ZTF,19.8266,110.0,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",8/26/24 0:25,ZTF24abculod,2024TNSTR3087....1F,,8/26/24 0:25,8/26/24 0:25,
AT2024snz,field15185-2024-08-15,field15185,J,C4,/mnt/photometry/AT2024snz/field15185-2024-08-15/J/stack/coadd.Open-J.01552276-01552312.C4.fits,/mnt/photometry/AT2024snz/field15185-2024-08-15/J/stack/GRB_J_C4_Data_VHS_01552312.ecsv,2024-08-09,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,87.41096,-2.87337,0.0,0.0,0.0,0.84,153.8,1.121,0.09678,-1.0,,,15.222,15.231,0.008,0.007,99.0,,15.219,,,,99.0,,,99.0,,0.009,2024-08-15,6,sci,159891,AT,2024snz,87.410958,-2.8734,,,,24,GaiaAlerts,24.0,GaiaAlerts,18.27,75.0,G,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixon, T. Wevers, A. Yoldas (IoA Cambridge), N. Ihanec, K. Kruszyńska, K.A. Rybicki, Ł. Wyrzykowski (Warsaw University Astronomical Observatory), Z. Kostrzewa-Rutkowska (Leiden Observatory), D. Eappachen (SRON/RU), G. Marton (Konkoly Observatory), on behalf of the Gaia Alerts team",8/23/24 12:35,Gaia24cgx,2024TNSTR3050....1H,,8/23/24 12:36,8/23/24 12:36,
SN2024sfg,field21365-2024-08-16,field21365,J,C1,/mnt/photometry/SN2024sfg/field21365-2024-08-16/J/stack/coadd.Open-J.01560011-01560047.C1.fits,/mnt/photometry/SN2024sfg/field21365-2024-08-16/J/stack/GRB_J_C1_Data_2MASS_01560047.ecsv,2024-08-14,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,53.69489,20.78819,3.0,3.0,3.0,1.1,14.45,1.452,0.19333,-1.0,,,18.664,18.365,0.101,0.085,99.0,,18.518,,,,99.0,,,99.0,,0.16,2024-08-16,2,sci,159647,SN,2024sfg,53.69492577,20.78822588,0.027,10.0,SN II,18,ATLAS,18.0,ATLAS,18.878,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. Schmidt (ANU)",8/15/24 11:18,"ATLAS24nau, GOTO24esw, PS24hxd",2024TNSTR2949....1T,2024TNSCR3044....1S,8/15/24 11:18,8/22/24 15:17,
AT2024sjl,field14551-2024-08-07,field14551,J,C4,/mnt/photometry/AT2024sjl/field14551-2024-08-07/J/stack/coadd.Open-J.01526110-01526146.C4.fits,/mnt/photometry/AT2024sjl/field14551-2024-08-07/J/stack/GRB_J_C4_Data_VHS_01526146.ecsv,2024-08-08,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,83.86725,-5.19367,2.0,2.0,2.0,9.92,249.36,2.195,0.59351,5.84763,,,14.508,12.953,0.005,0.008,7.748,,14.377,,,,6.324,,,6.193,,0.006,2024-08-07,-1,sci,159763,AT,2024sjl,83.867375,-5.193781,,,,24,GaiaAlerts,24.0,GaiaAlerts,17.81,75.0,G,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixon, T. Wevers, A. Yoldas (IoA Cambridge), N. Ihanec, K. Kruszyńska, K.A. Rybicki, Ł. Wyrzykowski (Warsaw University Astronomical Observatory), Z. Kostrzewa-Rutkowska (Leiden Observatory), D. Eappachen (SRON/RU), G. Marton (Konkoly Observatory), on behalf of the Gaia Alerts team",8/17/24 11:07,Gaia24cgl,2024TNSTR2981....1H,,8/17/24 11:07,8/17/24 11:07,
AT2024scc,field3358-2024-08-06,field3358,J,C4,/mnt/photometry/AT2024scc/field3358-2024-08-06/J/stack/coadd.Open-J.01518060-01518096.C4.fits,/mnt/photometry/AT2024scc/field3358-2024-08-06/J/stack/GRB_J_C4_Data_VHS_01518096.ecsv,2024-08-10,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,295.11425,-52.95494,2.0,2.0,2.0,1.81,20.39,1.263,0.3292,0.45078,,,17.766,17.258,0.083,0.066,0.975,,17.654,,,,0.578,,,0.467,,0.083,2024-08-06,-4,sci,159547,AT,2024scc,295.1144014,-52.95495429,,,,18,ATLAS,18.0,ATLAS,19.196,71.0,cyan,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. Schmidt (ANU)",8/13/24 12:05,ATLAS24mvn,2024TNSTR2910....1T,,8/13/24 12:05,8/13/24 12:05,
AT2024rph,field15809-2024-08-06,field15809,J,C1,/mnt/photometry/AT2024rph/field15809-2024-08-06/J/stack/coadd.Open-J.01518580-01518616.C1.fits,/mnt/photometry/AT2024rph/field15809-2024-08-06/J/stack/GRB_J_C1_Data_VHS_01518616.ecsv,2024-08-07,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,77.4152,-0.15341,2.0,2.0,2.0,3.0,31.85,1.322,0.71176,2.73893,,,18.289,16.891,0.069,0.062,2.164,,18.216,,,,0.838,,,0.766,,0.063,2024-08-06,-1,sci,159210,AT,2024rph,77.415333,-0.153561,,,,59,GOTO,59.0,GOTO,18.78,120.0,L,"A. Kumar, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, D. O'Neill, on behalf of GOTO collaboration",8/7/24 20:26,"GOTO24eoy, Gaia24cem, ATLAS24nhh, ZTF24abdbgot, PS24jjv",2024TNSTR2798....1K,,8/7/24 20:26,8/12/24 23:36,
