full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,ref_coadd_path,ref_field,ref_chip,ref_autoMag,ref_autoMag_Err,ref_psfMag,ref_psfMag_Err,ref_aperMag,ref_aperMag_Err,ref_days_since_discovery,ref_autoS_CM,ref_psfS_CM,ref_aperS_CM,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status,edge,px_from_edge,mag_dif,sci_ref_dif,average_sci_mag,b
AT2024ahtd,field9934-2024-11-30,field9934,H,C4,/mnt/photometry/AT2024ahtd/field9934-2024-11-30/H/stack/coadd.Open-H.02004354-02005145.C4.fits,/mnt/photometry/AT2024ahtd/field9934-2024-11-30/H/stack/GRB_H_C4_Data_2MASS_02005145.ecsv,2024-11-26,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,57.94443,-22.32336,3.0,3.0,3.0,1.23,14.94,1.472,2.11039,-1.0,,,19.055,18.685,0.089,0.098,99.0,,18.622,,,,99.0,,,99.0,,0.093,2024-11-30,4,sci,['/mnt/photometry/AT2024ahtd/field9934-2024-11-28/H/stack/coadd.Open-H.01996172-01996227.C4.fits'],['field9934-2024-11-28'],['C4'],[19.059],[0.231],[18.675],[0.298],[18.91],[0.256],[2],[3.0],[3.0],[3.0],174737,AT,2024ahtd,57.943804,-22.323472,,,,83,YSE,83.0,YSE,23.411,21.0,g,"C. T. Murphey, G. Nair, G. Narayan (UIUC), R. J. Foley (UCSC), A. Rest (JHU, STScI), D. O. Jones (UH, IfA), K. de Soto (Harvard, CfA), C. Ni (KITP), H. Perkins (UIUC), K. Patra (UCSC), C. Ransome, Y. Dong (Harvard, CfA), Y. Chen (U Toronto), K. Auchettl (U. Melbourne, UCSC), K. Taggert (UCSC), C. Kilpatrick (Northwestern), A. Zenteno, W. Liu, K. Vivas (NOIRLab), S. Sharief (U. Montreal), A. Wasserman, M. Verrico, A. Agarwal (UIUC), Q. Wang (STScI, MIT), R. Angulo (JHU, STScI), H. Abunemeh, N. Earl, K. D. French, A. Mitra, J. O'Brien, M. Shepherd (UIUC), M. Grayling, E. Hayes, K. S. Mandel (Cambridge), D. Farías, C. Gall, A. Hajela, J. Hjorth, L. Izzo, D. Langeroodi, A. Sedgewick, R. Wojtak (DARK, NBI), S. Raimunda (DARK, NBI, U. Southampton), A. Gagliano, S. Gomez, S. Rankin, V. A. Villar, A. Tartaglia, A. Nugent, S. K. Yadavalli (Harvard, CfA), S. Smartt, K. Smith (QUB, Oxford), D. Coulter, J. Pierel, M. Seibert (STScI), P. Arunachalam, K. W. Davis, R. Kaur, P. Macias, C. Rojas-Bravo, E. Ramirez-Ruiz (UCSC), K. C. Chambers, M. E. Huber, E. G. Magnier, R. J. Wainscoat (UH, IfA), M. Drout (U. Toronto), V. Baldasarre, A. Messick (WSU), C. Angus (QUB), S. Thorpe (Stockholm U.), Y.-C. Pan (NCU)",3/13/25 20:20,,2025TNSTR.975....1M,,3/13/25 20:22,3/13/25 20:22,,False,426.90957051181886,0.06299999999999883,-0.11450000000000138,18.869999999999997,-49.24833512218734
AT2025dbp,field1587-2025-02-16,field1587,J,C4,/mnt/photometry/AT2025dbp/field1587-2025-02-16/J/stack/coadd.Open-J.02132575-02132611.C4.fits,/mnt/photometry/AT2025dbp/field1587-2025-02-16/J/stack/GRB_J_C4_Data_VHS_02132611.ecsv,2025-03-01,8.58,Circle,60.0,1,10,48.0,73.88519,-64.32412,1.0,1.0,2.0,1.61,12.76,2.007,2.15464,0.75372,,,18.864,18.088,0.129,0.244,0.523,,18.171,,,,0.44,,,-0.253,,0.114,2025-02-16,-13,sci,['/mnt/photometry/AT2025dbp/field1587-2026-01-11/J/stack/coadd.Open-J.03362817-03362853.C4.fits'],['field1587-2026-01-11'],['C4'],[18.16],[0.095],[18.335],[0.098],[18.444],[0.102],[316],[2.0],[1.0],[1.0],173702,AT,2025dbp,73.885354,-64.32353,,,,59,GOTO,59.0,GOTO,19.63,120.0,L,"D. O'Neill, G. Ramsay, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",3/1/25 13:42,GOTO25ayw,2025TNSTR.845....1O,,3/1/25 13:42,3/1/25 13:42,,False,1321.2579029581398,0.08299999999999841,0.17400000000000126,18.476,-36.72111003138654
AT2025cyq,field19916-2025-03-09,field19916,J,C3,/mnt/photometry/AT2025cyq/field19916-2025-03-09/J/stack/coadd.Open-J.02174694-02174730.C3.fits,/mnt/photometry/AT2025cyq/field19916-2025-03-09/J/stack/GRB_J_C3_Data_2MASS_02174730.ecsv,2025-02-18,8.58,Circle,60.0,1,10,48.0,123.66869,14.11753,1.0,1.0,2.0,1.9,66.08,1.359,0.95607,0.06737,,,16.84,16.265,0.025,0.069,0.422,,16.626,,,,0.061,,,-0.153,,0.023,2025-03-09,19,sci,['/mnt/photometry/AT2025cyq/field19916-2025-12-13/J/stack/coadd.Open-J.03288902-03288938.C3.fits'],['field19916-2025-12-13'],['C3'],[16.328],[0.027],[16.708],[0.02],[16.771],[0.029],[298],[2.0],[1.0],[1.0],173623,AT,2025cyq,123.6689131,14.1173791,,,,48,ZTF,48.0,ZTF,19.8229,111.0,r,"Daniel Perley (LJMU), Christoffer Fremling (Caltech), Theophile du Laz (Caltech) on behalf of ZTF",2/28/25 11:53,ZTF18aaglgid,2025TNSTR.831....1P,,2/28/25 11:53,2/28/25 11:53,,False,1229.6280258814013,0.36100000000000065,0.0030000000000001137,16.552500000000002,24.412586335073325
TDE2025chm,field20517-2025-03-10,field20517,J,C4,/mnt/photometry/TDE2025chm/field20517-2025-03-10/J/stack/coadd.Open-J.02180746-02180782.C4.fits,/mnt/photometry/TDE2025chm/field20517-2025-03-10/J/stack/GRB_J_C4_Data_UHS_02180782.ecsv,2025-02-20,8.58,Circle,60.0,1,10,48.0,115.24595,16.53154,2.0,2.0,2.0,1.52,25.64,1.036,0.13492,0.11342,,,17.812,17.361,0.053,0.045,1.014,,17.79,,,,0.585,,,0.563,,0.061,2025-03-10,18,sci,['/mnt/photometry/TDE2025chm/field20517-2025-12-13/J/stack/coadd.Open-J.03288982-03289018.C4.fits'],['field20517-2025-12-13'],['C4'],[17.777],[0.102],[18.407],[0.072],[18.459],[0.073],[296],[2.0],[1.0],[1.0],173105,TDE,2025chm,115.2459858,16.5315623,0.101,120.0,TDE,48,ZTF,48.0,ZTF,19.5231,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2/22/25 6:38,"ZTF25aagevje, GOTO25asg, ATLAS25bzy",2025TNSTR.725....1S,2025TNSCR.836....1C,2/22/25 6:38,2/28/25 11:19,,False,1151.9504040013237,0.4289999999999985,-0.5314999999999994,17.5865,17.929433813318933
AT2025cmh,field2182-2025-02-18,field2182,J,C3,/mnt/photometry/AT2025cmh/field2182-2025-02-18/J/stack/coadd.Open-J.02144155-02144191.C3.fits,/mnt/photometry/AT2025cmh/field2182-2025-02-18/J/stack/GRB_J_C3_Data_VHS_02144191.ecsv,2025-02-23,8.58,Circle,60.0,1,10,48.0,70.49265,-59.73866,2.0,1.0,2.0,1.54,20.26,1.27,0.50178,0.30812,,,17.857,17.676,0.068,0.055,0.354,,17.844,,,,0.187,,,0.173,,0.09,2025-02-18,-5,sci,['/mnt/photometry/AT2025cmh/field2182-2025-01-13/J/stack/coadd.Open-J.02062999-02063015.C3.fits'],['field2182-2025-01-13'],['C3'],[17.589],[0.093],[18.362],[0.189],[17.968],[0.071],[-41],[2.0],[1.0],[1.0],173296,AT,2025cmh,70.49273,-59.73852667,,,,18,ATLAS,18.0,ATLAS,19.54,71.0,cyan,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",2/23/25 21:17,ATLAS25bzl,2025TNSTR.734....1T,,2/23/25 21:17,2/23/25 21:17,,False,1172.6214147885248,0.1680000000000028,-0.012000000000000455,17.7665,-39.380847670818774
AT2024ahec,field9934-2024-12-03,field9934,H,C1,/mnt/photometry/AT2024ahec/field9934-2024-12-03/H/stack/coadd.Open-H.02016198-02016253.C1.fits,/mnt/photometry/AT2024ahec/field9934-2024-12-03/H/stack/GRB_H_C1_Data_2MASS_02016253.ecsv,2024-12-06,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,57.27732,-21.6939,3.0,3.0,3.0,2.37,20.28,1.286,0.7417,-1.0,,,18.96,17.317,0.085,0.116,99.0,,19.401,,,,99.0,,,99.0,,0.057,2024-12-03,-3,sci,"['/mnt/photometry/AT2024ahec/field9934-2024-10-23/H/stack/coadd.Open-H.01862821-01862876.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2025-01-17/H/stack/coadd.Open-H.02077104-02077159.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-28/H/stack/coadd.Open-H.01996172-01996227.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-10-10/H/stack/coadd.Open-H.01808543-01808598.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-11/H/stack/coadd.Open-H.01932422-01932477.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-10-07/H/stack/coadd.Open-H.01792358-01792413.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-17/H/stack/coadd.Open-H.01955058-01955113.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-30/H/stack/coadd.Open-H.02004354-02005145.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-14/H/stack/coadd.Open-H.01944625-01944680.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-10-30/H/stack/coadd.Open-H.01887857-01887912.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-10-24/H/stack/coadd.Open-H.01867661-01867716.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-10/H/stack/coadd.Open-H.01924735-01924790.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-09-26/H/stack/coadd.Open-H.01744582-01744637.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2025-01-09/H/stack/coadd.Open-H.02042749-02042804.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-22/H/stack/coadd.Open-H.01972310-01972365.C1.fits', '/mnt/photometry/AT2024ahec/field9934-2024-11-06/H/stack/coadd.Open-H.01909623-01909678.C1.fits']","['field9934-2024-10-23', 'field9934-2025-01-17', 'field9934-2024-11-28', 'field9934-2024-10-10', 'field9934-2024-11-11', 'field9934-2024-10-07', 'field9934-2024-11-17', 'field9934-2024-11-30', 'field9934-2024-11-14', 'field9934-2024-10-30', 'field9934-2024-10-24', 'field9934-2024-11-10', 'field9934-2024-09-26', 'field9934-2025-01-09', 'field9934-2024-11-22', 'field9934-2024-11-06']","['C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1', 'C1']","[17.617, 17.51, 18.233, nan, nan, 18.093, 17.673, 17.349, 17.495, nan, 17.809, nan, 17.712, 17.418, 17.549, nan]","[0.077, 0.098, 0.117, nan, nan, 0.093, 0.095, 0.037, 0.098, nan, 0.117, nan, 0.077, 0.113, 0.128, nan]","[18.797, 18.89, 18.411, nan, nan, 18.578, 19.218, 18.93, 19.097, nan, 19.342, nan, 19.477, 18.504, 18.568, nan]","[0.079, 0.114, 0.114, nan, nan, 0.105, 0.145, 0.063, 0.123, nan, 0.128, nan, 0.117, 0.089, 0.105, nan]","[18.828, 18.864, 18.546, nan, nan, 18.745, 18.924, 18.803, 18.841, nan, 19.174, nan, 19.018, 18.708, 18.585, nan]","[0.087, 0.115, 0.143, nan, nan, 0.139, 0.119, 0.046, 0.115, nan, 0.116, nan, 0.089, 0.11, 0.114, nan]","[-44, 42, -8, -57, -25, -60, -19, -6, -22, -37, -43, -26, -71, 34, -14, -30]","[3.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 3.0, 0.0, nan, 0.0, nan, 3.0, 3.0, 3.0, nan]","[3.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 3.0, 0.0, nan, 0.0, nan, 3.0, 3.0, 3.0, nan]","[3.0, 0.0, 0.0, nan, nan, 0.0, 0.0, 3.0, 0.0, nan, 0.0, nan, 3.0, 3.0, 3.0, nan]",172678,AT,2024ahec,57.27754075,-21.69394136,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.46,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",2/16/25 21:51,PS24opp,2025TNSTR.629....1C,,2/16/25 21:51,2/16/25 21:51,,False,505.6365919840964,2.0839999999999996,-0.11122727272727317,18.1385,-49.6645718529513
AT2024ahec,field9933-2024-12-03,field9933,H,C2,/mnt/photometry/AT2024ahec/field9933-2024-12-03/H/stack/coadd.Open-H.02015472-02015527.C2.fits,/mnt/photometry/AT2024ahec/field9933-2024-12-03/H/stack/GRB_H_C2_Data_2MASS_02015527.ecsv,2024-12-06,11.44,Random,10.0,1,12,9223372036854775807:9223372036854775807:000NaN,57.2773,-21.69395,3.0,3.0,3.0,2.32,16.74,1.204,0.80668,-1.0,,,18.957,17.251,0.116,0.114,99.0,,18.981,,,,99.0,,,99.0,,0.107,2024-12-03,-3,sci,"['/mnt/photometry/AT2024ahec/field9933-2024-10-23/H/stack/coadd.Open-H.01862521-01862576.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-09-26/H/stack/coadd.Open-H.01744282-01744337.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2025-01-09/H/stack/coadd.Open-H.02042449-02042504.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-10-30/H/stack/coadd.Open-H.01887557-01887612.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-11/H/stack/coadd.Open-H.01932122-01932177.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2025-01-17/H/stack/coadd.Open-H.02076804-02076859.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-30/H/stack/coadd.Open-H.02004054-02004845.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-10-24/H/stack/coadd.Open-H.01867361-01867416.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-17/H/stack/coadd.Open-H.01954758-01954813.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-22/H/stack/coadd.Open-H.01972010-01972065.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-06/H/stack/coadd.Open-H.01909323-01909378.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-14/H/stack/coadd.Open-H.01944325-01944380.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-10-10/H/stack/coadd.Open-H.01808243-01808298.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-28/H/stack/coadd.Open-H.01995872-01995927.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-10-07/H/stack/coadd.Open-H.01792058-01792113.C2.fits', '/mnt/photometry/AT2024ahec/field9933-2024-11-09/H/stack/coadd.Open-H.01922638-01922693.C2.fits']","['field9933-2024-10-23', 'field9933-2024-09-26', 'field9933-2025-01-09', 'field9933-2024-10-30', 'field9933-2024-11-11', 'field9933-2025-01-17', 'field9933-2024-11-30', 'field9933-2024-10-24', 'field9933-2024-11-17', 'field9933-2024-11-22', 'field9933-2024-11-06', 'field9933-2024-11-14', 'field9933-2024-10-10', 'field9933-2024-11-28', 'field9933-2024-10-07', 'field9933-2024-11-09']","['C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2', 'C2']","[17.927, 17.558, 17.633, 17.554, 18.119, 17.695, 17.477, nan, nan, nan, nan, nan, 18.537, 17.689, nan, nan]","[0.118, 0.114, 0.122, 0.14, 0.181, 0.142, 0.07, nan, nan, nan, nan, nan, 0.202, 0.108, nan, nan]","[19.122, 19.326, 19.273, 19.16, 18.498, 19.295, 18.868, nan, nan, nan, nan, nan, 18.839, 19.068, nan, nan]","[0.306, 0.21, 0.302, 0.379, 0.33, 0.253, 0.167, nan, nan, nan, nan, nan, 0.26, 0.269, nan, nan]","[18.875, 19.004, 18.998, 18.748, 18.088, 18.951, 18.869, nan, nan, nan, nan, nan, 18.835, 18.931, nan, nan]","[0.118, 0.104, 0.15, 0.168, 0.165, 0.137, 0.079, nan, nan, nan, nan, nan, 0.184, 0.131, nan, nan]","[-44, -71, 34, -37, -25, 42, -6, -43, -19, -14, -30, -22, -57, -8, -60, -27]","[0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan]","[0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan]","[0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, nan, nan, nan, nan, nan, 3.0, 3.0, nan, nan]",172678,AT,2024ahec,57.27754075,-21.69394136,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.46,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",2/16/25 21:51,PS24opp,2025TNSTR.629....1C,,2/16/25 21:51,2/16/25 21:51,,True,240.04661465763184,1.7300000000000004,-0.2008888888888869,18.104,-49.6645718529513
AT2025btm,field915-2025-02-13,field915,J,C4,/mnt/photometry/AT2025btm/field915-2025-02-13/J/stack/coadd.Open-J.02116085-02116393.C4.fits,/mnt/photometry/AT2025btm/field915-2025-02-13/J/stack/GRB_J_C4_Data_VHS_02116393.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,247.96789,-71.21108,2.0,2.0,2.0,2.15,78.59,1.158,3.51696,0.17197,,,17.235,16.51,0.022,0.02,1.066,,17.03,,,,0.546,,,0.341,,0.017,2025-02-13,0,sci,['/mnt/photometry/AT2025btm/field915-2025-02-17/J/stack/coadd.Open-J.02141517-02141825.C4.fits'],['field915-2025-02-17'],['C4'],[16.528],[0.021],[17.29],[0.027],[17.368],[0.022],[4],[2.0],[2.0],[2.0],172626,AT,2025btm,247.9699308,-71.2117987,,,,135,GW-MMADS,135.0,GW-MMADS,21.3795,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131631528m711242,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,1979.361272219311,0.5199999999999996,-0.07549999999999812,16.872500000000002,-15.326579296527127
AT2025btk,field1134-2025-02-14,field1134,J,C3,/mnt/photometry/AT2025btk/field1134-2025-02-14/J/stack/coadd.Open-J.02122779-02123087.C3.fits,/mnt/photometry/AT2025btk/field1134-2025-02-14/J/stack/GRB_J_C3_Data_VHS_02123087.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,232.86066,-68.77918,2.0,2.0,2.0,1.16,63.85,1.309,0.849,0.58371,,,17.278,16.927,0.021,0.024,0.642,,17.283,,,,0.285,,,0.291,,0.025,2025-02-14,1,sci,['/mnt/photometry/AT2025btk/field1134-2025-02-17/J/stack/coadd.Open-J.02139867-02140175.C3.fits'],['field1134-2025-02-17'],['C3'],[nan],[nan],[nan],[nan],[nan],[nan],[4],[nan],[nan],[nan],172624,AT,2025btk,232.8601572,-68.77932367,,,,135,GW-MMADS,135.0,GW-MMADS,20.4663,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131531264m684646,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,690.7024936718101,0.35600000000000165,,17.1025,-10.076259361197945
AT2025btj,field1257-2025-02-17,field1257,J,C1,/mnt/photometry/AT2025btj/field1257-2025-02-17/J/stack/coadd.Open-J.02138877-02139185.C1.fits,/mnt/photometry/AT2025btj/field1257-2025-02-17/J/stack/GRB_J_C1_Data_VHS_02139185.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,241.63354,-66.96048,0.0,0.0,0.0,1.4,20.61,1.313,2.92978,-1.0,,,18.776,18.35,0.057,0.053,99.0,,18.917,,,,99.0,,,99.0,,0.053,2025-02-17,4,sci,"['/mnt/photometry/AT2025btj/field1257-2024-09-11/J/stack/coadd.Open-J.01665063-01665099.C1.fits', '/mnt/photometry/AT2025btj/field1257-2025-02-13/J/stack/coadd.Open-J.02116435-02116743.C1.fits']","['field1257-2024-09-11', 'field1257-2025-02-13']","['C1', 'C1']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[-155, 0]","[nan, nan]","[nan, nan]","[nan, nan]",172623,AT,2025btj,241.6325097,-66.95976982,,,,135,GW-MMADS,135.0,GW-MMADS,22.0521,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131606318m665735,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,667.1771160378885,0.5670000000000002,,18.563000000000002,-10.74657948404239
AT2025bti,field1256-2025-02-17,field1256,J,C4,/mnt/photometry/AT2025bti/field1256-2025-02-17/J/stack/coadd.Open-J.02139207-02139515.C4.fits,/mnt/photometry/AT2025bti/field1256-2025-02-17/J/stack/GRB_J_C4_Data_2MASS_02139515.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,239.81495,-67.75824,3.0,3.0,3.0,1.01,26.87,1.177,1.43077,-1.0,,,18.289,18.353,0.044,0.048,99.0,,18.403,,,,99.0,,,99.0,,0.052,2025-02-17,4,sci,['/mnt/photometry/AT2025bti/field1256-2025-02-14/J/stack/coadd.Open-J.02122445-02122753.C4.fits'],['field1256-2025-02-14'],['C4'],[18.413],[0.049],[18.344],[0.036],[18.272],[0.039],[1],[3.0],[3.0],[3.0],172622,AT,2025bti,239.8147373,-67.75862824,,,,135,GW-MMADS,135.0,GW-MMADS,21.6973,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131559155m674531,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,1447.9324780465322,0.04999999999999716,-0.021499999999997854,18.321,-10.87157551954624
AT2025bth,field1140-2025-02-15,field1140,J,C2,/mnt/photometry/AT2025bth/field1140-2025-02-15/J/stack/coadd.Open-J.02128873-02129181.C2.fits,/mnt/photometry/AT2025bth/field1140-2025-02-15/J/stack/GRB_J_C2_Data_VHS_02129181.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,253.01468,-68.23968,0.0,0.0,0.0,2.71,152.05,1.822,1.11971,-1.0,,,16.656,15.314,0.013,0.025,99.0,,16.673,,,,99.0,,,99.0,,0.01,2025-02-15,2,sci,['/mnt/photometry/AT2025bth/field1140-2025-02-12/J/stack/coadd.Open-J.02113367-02113565.C1.fits'],['field1140-2025-02-12'],['C1'],[nan],[nan],[nan],[nan],[nan],[nan],[-1],[nan],[nan],[nan],172621,AT,2025bth,253.0154411,-68.23954975,,,,135,GW-MMADS,135.0,GW-MMADS,20.2517,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131652037m681422,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,,False,1235.171033440041,1.3589999999999982,,15.985,-14.812083484993856
