full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,ref_coadd_path,ref_field,ref_chip,ref_autoMag,ref_autoMag_Err,ref_psfMag,ref_psfMag_Err,ref_aperMag,ref_aperMag_Err,ref_days_since_discovery,ref_autoS_CM,ref_psfS_CM,ref_aperS_CM,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status,edge,px_from_edge,mag_dif,sci_ref_dif,average_sci_mag,b
AT2025admg,field4223-2025-11-13,field4223,J,C2,/mnt/photometry/AT2025admg/field4223-2025-11-13/J/stack/coadd.Open-J.03185875-03185974.C2.fits,/mnt/photometry/AT2025admg/field4223-2025-11-13/J/stack/GRB_J_C2_Data_VHS_03185974.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,17.6638,-46.92214,1.0,1.0,2.0,1.58,22.73,1.367,0.24058,0.24359,,,18.551,17.952,0.064,0.117,0.575,,18.554,,,,-0.028,,,-0.024,,0.084,2025-11-13,-1,sci,['/mnt/photometry/AT2025admg/field4223-2025-11-17/J/stack/coadd.Open-J.03200645-03200744.C2.fits'],['field4223-2025-11-17'],['C2'],[17.97],[0.116],[18.407],[0.215],[18.333],[0.097],[3],[2.0],[1.0],[1.0],192682,AT,2025admg,17.66380353,-46.92206894,,,,135,GW-MMADS,135.0,GW-MMADS,22.9857,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 21:59,C202511140110393m465519,2025TNSTR4589....1H,,11/15/25 21:59,11/15/25 21:59,,False,662.2695270104791,0.6019999999999968,0.10000000000000142,18.2515,-69.75609434473559
AT2025admf,field4886-2025-11-13,field4886,J,C1,/mnt/photometry/AT2025admf/field4886-2025-11-13/J/stack/coadd.Open-J.03187965-03188064.C1.fits,/mnt/photometry/AT2025admf/field4886-2025-11-13/J/stack/GRB_J_C1_Data_VHS_03188064.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,13.88327,-43.0115,1.0,1.0,2.0,1.22,56.63,1.545,0.26535,0.18724,,,17.798,17.299,0.024,0.026,0.535,,17.754,,,,0.079,,,0.035,,0.025,2025-11-13,-1,sci,['/mnt/photometry/AT2025admf/field4886-2025-11-17/J/stack/coadd.Open-J.03202834-03202933.C1.fits'],['field4886-2025-11-17'],['C1'],[17.369],[0.041],[17.81],[0.032],[17.879],[0.034],[3],[2.0],[1.0],[1.0],192681,AT,2025admf,13.8833151,-43.01143467,,,,135,GW-MMADS,135.0,GW-MMADS,21.1209,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 21:59,C202511140055320m430041,2025TNSTR4589....1H,,11/15/25 21:59,11/15/25 21:59,,True,248.86411120763205,0.45500000000000185,-0.07550000000000168,17.548499999999997,-73.9669000372098
AT2025adlf,field9591-2025-11-17,field9591,J,C3,/mnt/photometry/AT2025adlf/field9591-2025-11-17/J/stack/coadd.Open-J.03201525-03201624.C3.fits,/mnt/photometry/AT2025adlf/field9591-2025-11-17/J/stack/GRB_J_C3_Data_VHS_03201624.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,355.03793,-24.40467,2.0,2.0,2.0,1.14,22.33,1.034,0.35665,0.13069,,,18.109,17.932,0.057,0.046,0.405,,18.082,,,,0.254,,,0.227,,0.078,2025-11-17,3,sci,['/mnt/photometry/AT2025adlf/field9591-2025-11-13/J/stack/coadd.Open-J.03186755-03186854.C3.fits'],['field9591-2025-11-13'],['C3'],[18.051],[0.045],[18.093],[0.032],[18.047],[0.038],[-1],[3.0],[3.0],[3.0],192655,AT,2025adlf,355.0380301,-24.40464297,,,,135,GW-MMADS,135.0,GW-MMADS,20.6143,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,T202511142340091m242417,2025TNSTR4589....1H,,11/15/25 0:43,11/15/25 0:43,,False,1206.1452888804047,0.15000000000000213,-0.028499999999999304,18.0205,-73.46502887016808
AT2025adkp,field5349-2025-11-17,field5349,J,C1,/mnt/photometry/AT2025adkp/field5349-2025-11-17/J/stack/coadd.Open-J.03204165-03204264.C1.fits,/mnt/photometry/AT2025adkp/field5349-2025-11-17/J/stack/GRB_J_C1_Data_VHS_03204264.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,11.88779,-40.84169,2.0,2.0,2.0,1.6,54.35,1.764,1.99147,0.23333,,,17.393,16.816,0.028,0.026,0.677,,17.277,,,,0.216,,,0.1,,0.024,2025-11-17,3,sci,['/mnt/photometry/AT2025adkp/field5349-2025-11-13/J/stack/coadd.Open-J.03189487-03189586.C1.fits'],['field5349-2025-11-13'],['C1'],[16.873],[0.023],[17.284],[0.024],[17.409],[0.028],[-1],[2.0],[2.0],[1.0],192639,AT,2025adkp,11.88793612,-40.84114843,,,,135,GW-MMADS,135.0,GW-MMADS,20.9182,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,T202511140047331m405028,2025TNSTR4589....1H,,11/15/25 0:42,11/15/25 0:42,,False,1028.7352623346278,0.4610000000000021,-0.0365000000000002,17.1045,-76.10647985446751
AT2025adkn,field5346-2025-11-13,field5346,J,C4,/mnt/photometry/AT2025adkn/field5346-2025-11-13/J/stack/coadd.Open-J.03187745-03187844.C4.fits,/mnt/photometry/AT2025adkn/field5346-2025-11-13/J/stack/GRB_J_C4_Data_VHS_03187844.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,8.62306,-41.6587,3.0,3.0,3.0,0.47,-0.92,2.428,0.81586,-1.0,,,21.062,20.89,0.412,1.016,99.0,,21.63,,,,99.0,,,99.0,,0.227,2025-11-13,-1,sci,['/mnt/photometry/AT2025adkn/field5346-2025-11-17/J/stack/coadd.Open-J.03202614-03202713.C4.fits'],['field5346-2025-11-17'],['C4'],[nan],[nan],[nan],[nan],[nan],[nan],[3],[nan],[nan],[nan],192637,AT,2025adkn,8.623333685,-41.65860308,,,,135,GW-MMADS,135.0,GW-MMADS,21.3874,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,T202511140034296m413931,2025TNSTR4589....1H,,11/15/25 0:42,11/15/25 0:42,,True,255.9721014401473,0.7399999999999984,,20.976,-74.8609273369047
AT2025adkl,field5346-2025-11-13,field5346,J,C1,/mnt/photometry/AT2025adkl/field5346-2025-11-13/J/stack/coadd.Open-J.03187745-03187844.C1.fits,/mnt/photometry/AT2025adkl/field5346-2025-11-13/J/stack/GRB_J_C1_Data_VHS_03187844.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,7.53502,-41.07845,2.0,1.0,2.0,1.06,11.53,1.283,2.22862,0.21081,,,19.978,19.598,0.111,0.091,0.535,,19.626,,,,0.507,,,0.155,,0.146,2025-11-13,-1,sci,['/mnt/photometry/AT2025adkl/field5346-2025-11-17/J/stack/coadd.Open-J.03202614-03202713.C1.fits'],['field5346-2025-11-17'],['C1'],[nan],[nan],[nan],[nan],[nan],[nan],[3],[nan],[nan],[nan],192635,AT,2025adkl,7.535766098,-41.07870932,,,,135,GW-MMADS,135.0,GW-MMADS,20.9069,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,T202511140030086m410443,2025TNSTR4589....1H,,11/15/25 0:42,11/15/25 0:42,,False,1667.85260261776,0.028000000000002245,,19.788,-75.16245393313186
AT2025adki,field5825-2025-11-17,field5825,J,C4,/mnt/photometry/AT2025adki/field5825-2025-11-17/J/stack/coadd.Open-J.03203274-03203373.C4.fits,/mnt/photometry/AT2025adki/field5825-2025-11-17/J/stack/GRB_J_C4_Data_2MASS_03203373.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,3.41236,-39.55733,3.0,3.0,3.0,1.9,20.31,1.236,3.6773,-1.0,,,18.267,17.368,0.083,0.06,99.0,,18.076,,,,99.0,,,99.0,,0.079,2025-11-17,3,sci,['/mnt/photometry/AT2025adki/field5825-2025-11-13/J/stack/coadd.Open-J.03188497-03188596.C4.fits'],['field5825-2025-11-13'],['C4'],[17.382],[0.034],[18.14],[0.037],[18.268],[0.037],[-1],[3.0],[3.0],[3.0],192632,AT,2025adki,3.411402564,-39.55803996,,,,135,GW-MMADS,135.0,GW-MMADS,21.6627,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,T202511140013387m393329,2025TNSTR4589....1H,,11/15/25 0:42,11/15/25 0:42,,False,771.7272517547292,0.708000000000002,-0.007500000000002061,17.8175,-75.03229165549557
AT2025adkg,field5115-2025-11-17,field5115,J,C1,/mnt/photometry/AT2025adkg/field5115-2025-11-17/J/stack/coadd.Open-J.03203054-03203153.C1.fits,/mnt/photometry/AT2025adkg/field5115-2025-11-17/J/stack/GRB_J_C1_Data_VHS_03203153.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,12.52014,-42.12392,2.0,2.0,2.0,1.42,41.84,1.268,0.29606,0.32908,,,17.406,16.876,0.034,0.029,0.74,,17.35,,,,0.265,,,0.21,,0.039,2025-11-17,3,sci,['/mnt/photometry/AT2025adkg/field5115-2025-11-13/J/stack/coadd.Open-J.03188185-03188284.C1.fits'],['field5115-2025-11-13'],['C1'],[16.896],[0.021],[17.357],[0.022],[17.323],[0.02],[-1],[2.0],[1.0],[1.0],192630,AT,2025adkg,12.52002714,-42.12390644,,,,135,GW-MMADS,135.0,GW-MMADS,21.0701,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,C202511140050048m420726,2025TNSTR4589....1H,,11/15/25 0:42,11/15/25 0:42,,False,506.3172295862744,0.4740000000000002,0.03149999999999942,17.141,-74.85516935584381
AT2025adju,field3217-2025-11-13,field3217,J,C2,/mnt/photometry/AT2025adju/field3217-2025-11-13/J/stack/coadd.Open-J.03189157-03189256.C2.fits,/mnt/photometry/AT2025adju/field3217-2025-11-13/J/stack/GRB_J_C2_Data_VHS_03189256.ecsv,2025-11-14,28.6,Random,20.0,1,10,48.0,32.70662,-52.28347,0.0,0.0,0.0,1.11,27.58,1.279,0.19695,-1.0,,,18.453,18.285,0.047,0.118,99.0,,18.658,,,,99.0,,,99.0,,0.06,2025-11-13,-1,sci,['/mnt/photometry/AT2025adju/field3217-2025-11-17/J/stack/coadd.Open-J.03203835-03203934.C2.fits'],['field3217-2025-11-17'],['C2'],[18.352],[0.08],[19.028],[0.125],[18.6],[0.059],[3],[0.0],[0.0],[0.0],192618,AT,2025adju,32.70662275,-52.28341256,,,,135,GW-MMADS,135.0,GW-MMADS,21.1807,21.0,g,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",11/15/25 0:42,A202511140210496m521700,2025TNSTR4589....1H,,11/15/25 0:42,11/15/25 0:42,,False,1316.7108369154362,0.3730000000000011,-0.1070000000000011,18.369,-60.782946662343
SN2025adcv,field3036-2025-11-13,field3036,J,C4,/mnt/photometry/SN2025adcv/field3036-2025-11-13/J/stack/coadd.Open-J.03185325-03185424.C4.fits,/mnt/photometry/SN2025adcv/field3036-2025-11-13/J/stack/GRB_J_C4_Data_VHS_03185424.ecsv,2025-11-12,28.6,Random,20.0,1,10,48.0,46.49575,-54.15256,2.0,2.0,2.0,3.47,65.44,1.223,3.8213,0.18022,,,17.24,15.628,0.034,0.033,1.906,,16.949,,,,0.584,,,0.294,,0.023,2025-11-13,1,sci,['/mnt/photometry/SN2025adcv/field3036-2025-11-17/J/stack/coadd.Open-J.03200095-03200194.C4.fits'],['field3036-2025-11-17'],['C4'],[15.675],[0.02],[17.078],[0.034],[17.293],[0.03],[5],[2.0],[2.0],[2.0],192436,SN,2025adcv,46.494429,-54.151839,0.089,3.0,SN Ia,59,GOTO,59.0,GOTO,19.44,120.0,L,"T. Killestein, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, A. Kumar, D. O'Neill, M. Pursiainen, on behalf of GOTO collaboration",11/12/25 16:54,"GOTO25jya, BGEM J030558.66-540906.6, ATLAS25ofe",2025TNSTR4541....1K,2025TNSCR4585....1H,11/12/25 16:54,11/14/25 20:24,,False,822.6314332124084,1.3210000000000015,-0.05000000000000071,16.433999999999997,-53.51045672897718
AT2025abgu,field2684-2025-10-21,field2684,J,C1,/mnt/photometry/AT2025abgu/field2684-2025-10-21/J/stack/coadd.Open-J.03114726-03114762.C1.fits,/mnt/photometry/AT2025abgu/field2684-2025-10-21/J/stack/GRB_J_C1_Data_VHS_03114762.ecsv,2025-10-20,8.58,Circle,60.0,1,10,48.0,66.12893,-55.6491,3.0,3.0,0.0,1.68,7.21,1.351,0.71705,-1.0,,,19.927,19.056,0.163,0.159,99.0,,20.055,,,,99.0,,,99.0,,0.156,2025-10-21,1,sci,['/mnt/photometry/AT2025abgu/field2684-2025-01-12/J/stack/coadd.Open-J.02057841-02057857.C1.fits'],['field2684-2025-01-12'],['C1'],[nan],[nan],[nan],[nan],[nan],[nan],[-281],[nan],[nan],[nan],191144,AT,2025abgu,66.128621,-55.649192,,,,60,BlackGEM,60.0,BlackGEM,19.59,118.0,BG-q,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",10/23/25 9:37,"BGEM J042430.87-553857.1, ATLAS25neg, GOTO25jhi",2025TNSTR4252....1T,,10/23/25 9:37,10/23/25 9:37,,False,784.8631473985256,0.9989999999999988,,19.491500000000002,-42.658258844219404
AT2025aamv,field5870-2025-09-30,field5870,J,C2,/mnt/photometry/AT2025aamv/field5870-2025-09-30/J/stack/coadd.Open-J.03035909-03035945.C2.fits,/mnt/photometry/AT2025aamv/field5870-2025-09-30/J/stack/GRB_J_C2_Data_VHS_03035945.ecsv,2025-10-13,8.58,Circle,60.0,1,10,48.0,69.40138,-38.61909,0.0,0.0,0.0,2.09,52.71,1.124,0.46934,-1.0,,,17.336,16.26,0.027,0.07,99.0,,17.871,,,,99.0,,,99.0,,0.038,2025-09-30,-13,sci,['/mnt/photometry/AT2025aamv/field5870-2026-01-11/J/stack/coadd.Open-J.03362457-03362493.C2.fits'],['field5870-2026-01-11'],['C2'],[16.371],[0.052],[17.723],[0.08],[17.412],[0.04],[90],[0.0],[0.0],[0.0],190568,AT,2025aamv,69.401535,-38.61904,,,,18,ATLAS,18.0,ATLAS,18.961,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), M. R. Alarcón, J. Licandro, P. Nichita (IAC), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill, P. J. Broda (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",10/14/25 23:51,"ATLAS25mqb, GOTO25ioq",2025TNSTR4112....1T,,10/14/25 23:51,10/14/25 23:51,,False,1338.679024842134,1.610999999999997,-0.0934999999999988,16.798000000000002,-42.091165490022284
AT2025aamh,field2505-2025-10-28,field2505,J,C2,/mnt/photometry/AT2025aamh/field2505-2025-10-28/J/stack/coadd.Open-J.03140931-03140967.C2.fits,/mnt/photometry/AT2025aamh/field2505-2025-10-28/J/stack/GRB_J_C2_Data_VHS_03140967.ecsv,2025-10-09,8.58,Circle,60.0,1,10,48.0,55.51496,-56.79215,0.0,0.0,0.0,2.44,182.79,1.486,0.1663,-1.0,,,15.478,14.379,0.01,0.036,99.0,,15.602,,,,99.0,,,99.0,,0.009,2025-10-28,19,sci,['/mnt/photometry/AT2025aamh/field2505-2026-01-10/J/stack/coadd.Open-J.03361801-03361837.C2.fits'],['field2505-2026-01-10'],['C2'],[14.413],[0.012],[13.741],[0.055],[15.297],[0.013],[93],[0.0],[0.0],[0.0],190554,AT,2025aamh,55.5149,-56.79218133,,,,18,ATLAS,18.0,ATLAS,18.456,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), M. R. Alarcón, J. Licandro, P. Nichita (IAC), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill, P. J. Broda (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",10/14/25 23:35,ATLAS25mpk,2025TNSTR4112....1T,,10/14/25 23:35,10/14/25 23:35,,False,1079.0350862785513,1.2230000000000008,0.07349999999999923,14.9285,-47.77147312962285
AT2025aamc,field7653-2025-10-13,field7653,J,C1,/mnt/photometry/AT2025aamc/field7653-2025-10-13/J/stack/coadd.Open-J.03081438-03081474.C1.fits,/mnt/photometry/AT2025aamc/field7653-2025-10-13/J/stack/GRB_J_C1_Data_VIKING_03081474.ecsv,2025-10-12,8.58,Circle,60.0,1,10,48.0,31.96365,-30.78506,0.0,0.0,0.0,1.17,5.72,1.584,0.09379,-1.0,,,19.636,19.808,0.207,0.176,99.0,,19.756,,,,99.0,,,99.0,,0.183,2025-10-13,1,sci,['/mnt/photometry/AT2025aamc/field7653-2025-11-19/J/stack/coadd.Open-J.03210553-03210589.C1.fits'],['field7653-2025-11-19'],['C1'],[nan],[nan],[nan],[nan],[nan],[nan],[38],[nan],[nan],[nan],190549,AT,2025aamc,31.96365231,-30.78503077,,,,18,ATLAS,18.0,ATLAS,18.905,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), M. R. Alarcón, J. Licandro, P. Nichita (IAC), S. J. Smartt, K. W. Smith (Oxford/QUB), D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, C. R. Angus, A. Wilson, A. Aamer, D. Magill, P. J. Broda (QUB), P. Ramsden (Birmingham/QUB), L. Shingles (GSI/QUB), S. Srivastav, J. H. Gillanders, H. Stevance, A. J. Cooper, F. Stoppa, J. Tweddle (Oxford), L. Rhodes (TSI/McGill), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. S. Sommer (LMU), B. P. Schmidt (ANU)",10/14/25 23:32,"ATLAS25mpf, GOTO25iui",2025TNSTR4112....1T,,10/14/25 23:32,10/14/25 23:32,,False,799.2241831188621,0.0519999999999996,,19.722,-73.14403583259289
AT2025aaez,field11427-2025-09-17,field11427,J,C2,/mnt/photometry/AT2025aaez/field11427-2025-09-17/J/stack/coadd.Open-J.02993680-02993716.C2.fits,/mnt/photometry/AT2025aaez/field11427-2025-09-17/J/stack/GRB_J_C2_Data_VHS_02993716.ecsv,2025-10-05,8.58,Circle,60.0,1,10,48.0,59.741,-15.94475,1.0,2.0,2.0,1.21,67.32,1.981,0.56059,0.05548,,,17.202,16.679,0.02,0.037,0.63,,17.225,,,,0.084,,,0.107,,0.022,2025-09-17,-18,sci,['/mnt/photometry/AT2025aaez/field11427-2026-01-10/J/stack/coadd.Open-J.03361921-03361957.C2.fits'],['field11427-2026-01-10'],['C2'],[16.615],[0.052],[17.416],[0.114],[17.15],[0.042],[97],[2.0],[1.0],[2.0],190364,AT,2025aaez,59.7410067,-15.9445983,,,,48,ZTF,48.0,ZTF,19.9123,111.0,r,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",10/13/25 11:20,ZTF25abwhzvg,2025TNSTR4104....1S,,10/13/25 11:20,10/13/25 11:20,,False,1474.4453621343237,0.5460000000000029,0.058000000000001606,16.9405,-45.543299875469955
AT2025zxm,field9333-2025-09-13,field9333,J,C2,/mnt/photometry/AT2025zxm/field9333-2025-09-13/J/stack/coadd.Open-J.02983228-02983264.C2.fits,/mnt/photometry/AT2025zxm/field9333-2025-09-13/J/stack/GRB_J_C2_Data_2MASS_02983264.ecsv,2025-09-08,8.58,Circle,60.0,1,10,48.0,34.39773,-24.10279,3.0,3.0,3.0,1.1,27.1,1.239,1.16484,-1.0,,,18.374,17.939,0.047,0.072,99.0,,18.536,,,,99.0,,,99.0,,0.06,2025-09-13,5,sci,['/mnt/photometry/AT2025zxm/field9333-2025-09-03/J/stack/coadd.Open-J.02943385-02943421.C2.fits'],['field9333-2025-09-03'],['C2'],[18.113],[0.08],[18.371],[0.121],[18.308],[0.055],[-5],[3.0],[3.0],[3.0],190169,AT,2025zxm,34.3977626,-24.10247245,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.19,58.0,i,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",10/11/25 21:55,PS25hxj,2025TNSTR4071....1C,,10/11/25 21:55,10/11/25 21:55,,False,1021.978697031388,0.5970000000000013,-0.05400000000000027,18.1565,-70.66336348718497
AT2025zxf,field9330-2025-09-03,field9330,J,C3,/mnt/photometry/AT2025zxf/field9330-2025-09-03/J/stack/coadd.Open-J.02943265-02943301.C3.fits,/mnt/photometry/AT2025zxf/field9330-2025-09-03/J/stack/GRB_J_C3_Data_2MASS_02943301.ecsv,2025-08-30,8.58,Circle,60.0,1,10,48.0,29.73381,-24.83444,2.0,1.0,1.0,1.33,19.5,1.057,0.59807,0.46458,,,17.966,17.367,0.067,0.074,0.213,,18.167,,,,-0.587,,,-0.386,,0.076,2025-09-03,4,sci,['/mnt/photometry/AT2025zxf/field9330-2025-09-13/J/stack/coadd.Open-J.02983108-02983144.C3.fits'],['field9330-2025-09-13'],['C3'],[17.913],[0.112],[18.349],[0.08],[nan],[nan],[14],[nan],[nan],[nan],190162,AT,2025zxf,29.73376643,-24.83428369,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.94,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",10/11/25 21:53,PS25hxb,2025TNSTR4071....1C,,10/11/25 21:53,10/11/25 21:53,,True,183.58922290017836,0.8000000000000007,-0.5459999999999994,17.6665,-74.96562587681804
AT2025zid,field9331-2025-09-03,field9331,J,C4,/mnt/photometry/AT2025zid/field9331-2025-09-03/J/stack/coadd.Open-J.02943305-02943341.C4.fits,/mnt/photometry/AT2025zid/field9331-2025-09-03/J/stack/GRB_J_C4_Data_VHS_02943341.ecsv,2025-08-29,8.58,Circle,60.0,1,10,48.0,31.59215,-24.72446,1.0,2.0,2.0,1.22,34.81,1.078,0.56525,0.14158,,,18.038,17.48,0.036,0.036,0.686,,18.143,,,,0.023,,,0.128,,0.052,2025-09-03,5,sci,['/mnt/photometry/AT2025zid/field9331-2025-09-13/J/stack/coadd.Open-J.02983148-02983184.C4.fits'],['field9331-2025-09-13'],['C4'],[17.51],[0.044],[18.139],[0.038],[18.01],[0.035],[15],[2.0],[1.0],[2.0],189767,AT,2025zid,31.5923171,-24.7244921,,,,48,ZTF,48.0,ZTF,20.0893,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",10/1/25 12:55,ZTF25abmydre,2025TNSTR3950....1S,,10/1/25 12:55,10/1/25 12:55,,False,900.2474466895219,0.6630000000000003,-0.0010000000000012221,17.759,-73.29117516443712
